prod_xprod,rotulo_cliente,rotulo_ia
PHILLIPS TABS HORT,42,4
PHOTOGRAPH LARANJA,42,4
PI CR,6,8
PI FLOR DE GOTAS RARIDADE,42,4
PICAO,42,4
PICHURIM CHAMEL LOTE,42,4
PIHA AA,95,4
PIM AMARELO,55,4
PIM VERDE,33,4
PIMENTA DE,19,4
PIMENTA MURANO KIT,21,4
PIMENTA NO COCURUTO CONTA DE NOVO,95,4
PIMENTA VERMELHO,9,7
PINHA CAMAFEU FO,21,4
PINHA CDF,95,4
PINHA COM BASE ESMERALDA,62,4
PINHA COM BASE PRETO,19,4
PINHA JOGO DO,21,4
PINHA PETALAS,22,4
PINHA PRETO PT,19,4
PINHA STAY EN,19,4
PINHA UND,64,12
PINHAO,33,4
PINTADO PA,23,15
PINTADO PORTUGUESA,57,8
PINTADO URUCUN PX,39,4
PINTINHO ADOTIVO,96,8
PINTINHO AVENTUREIRO LINHA CORES,33,15
PIONEER VYHR,6,12
PIP,70,15
PIP ROSZ,76,12
PIPPER NC SAP,61,8
PIQUE MERAV,57,8
PITADO DE CATIVEIRO,71,12
PITANGA,71,3
PITANGA PRODUTO PROMOCAO UN PROMOCAO PROMOCAO PROMOCAO,84,12
PITOS LEITE,62,12
PITY,9,12
PIZZADORO,85,7
PIZZAIOLO GRANDE,9,7
PJ JLASTIC PINK PITAYA,68,7
PJ LIZZY VERDE ABACATE,9,7
PJ PULL OLIVA,67,7
PK PREMIUM FLEX CAQUI DP,49,7
PKBRAN,6,8
PKVERD,83,8
PL,69,8
PL FLAN IMPORTADO TERMICO IMP,70,8
PL JACARE,70,8
PL MARG,83,8
PLACA FEIJAO,95,8
PLACA IORGUTE,87,8
PLATARFOMA HAVAI,16,3
PLENÍSSIMA ROSA SECO,21,3
PLROMA BRANCO,95,8
PLUME CAFE,90,2
PLUNCT PLACT ZOOM CREAM,11,10
PLURESTO EXTRA BASF,39,10
PLUS,85,10
PLUS FLORESGG,42,10
PLUS INFINITY PRATATRIUNFO PRATAIPANEMA PRATA,64,7
PLUS NAPA LIKE MANTEIGA,0,3
PLUS NAPA LIKE MANTEIGASPECHIO OURO LIGHT,62,12
PMT,64,4
PN JQD MOGBLACK,67,15
PN KELLY VOLPA JQD MOGBLACK,12,8
PN KELLYC JQD MOGBLACK,21,4
PN KELLYC MX GRAYTOMATO,42,8
PN KELLYC WK MX GRAYTOMATO,42,15
PN KELLYCPR JQD MOGBLACK,61,4
PN KELLYV MX GRAYTOMATO,71,2
PN TRATAMENTO ESCUD,84,8
PNR DE OLEO,90,4
PO,61,8
PO DE CASCA DE EPO OBO,90,4
POCA,56,4
POCA EXTAVADA,39,8
POCOI REQ SEQ,90,7
PODE LEVAR ,84,4
POL BULGARIA BS CAST,64,8
POL BULGARIA BS CAST BU,62,3
POL CAROLA TB TB,61,4
POL GABRIELA,38,4
POL GARDENIA,90,9
POL GLAUCIA BS CAST,64,12
POL GLAUCIA BS PE CAST,64,4
POL GOLDEN LIFT MARROM CAFE,85,7
POL NANTES TF TF,84,15
POL TAINA TB TB BR FTENN PTO,7,12
POLVO,73,8
POLVO COLORIDO,90,4
POLVO DO HUMOR,49,4
POLVO HUMOR,94,8
PONCHECHP CIWHI,94,8
PONKA,94,8
PONKA TL,94,12
PONTA BEMIS COMPANYDES,94,12
PONTA GOLDA,94,8
PONTA IMPORT,94,8
PONTA SP,94,8
PONTO ARROZ,94,12
PONTO ARROZ REF,94,12
PORCO TIME,94,7
PORQUINHO,71,12
PORQUINHO JACK,39,3
PORTO VELHO PT CM,96,3
PORTUGAL,62,10
PORTUGUESA CLARA,12,7
PORTUGUESA ROXA,6,8
PORTUGUESAS BRAZAO,7,8
POSICAODIANTEIRO,87,8
POSICAOTRASEIRO,84,2
POSITIVE LIFE MARROM,84,2
POSNATIL TRITURADO,94,2
POSTAL LABYDERM SKIN SOLDIER,73,2
POTENCIAS DA SUAVIDADE,63,10
POWER MUSCULO PHD,60,10
POWERFUL AMENDOA,97,2
PP NDS GALLO VIES,95,3
PPCBRF,33,3
PPES PREMIUM,65,12
PR BRANCO BELLO,95,3
PR CRECORTE,61,3
PR LELO ALE,44,3
PR SOB REAC CAN,94,8
PRANCAO OREADO,68,8
PRATO MIGNOM,61,4
PRC,87,2
PRCRUZEIRO DO OESTECASTELINI MOD TAM ESPECIAL,42,12
PRE SECADO TIPO,87,2
PRE VENDA SCORPION,62,12
PREFIRA,32,2
PREFORTE DESINTEG,23,11
PREMIUM,90,11
PREMIUM LARANJA INTENSO,23,11
PREMOPLAN AGVIEW,49,3
PREPARO DE CANAPARTES,49,8
PRESENTE DE GREGO,61,2
PRESENTE PARA NAMORADO QUIMICO,60,8
PRESSURIZACAO TSI,63,10
PRETA TAM,90,15
PRETO,95,9
PRETO LIMAO,39,2
PRETOVERMELHO,64,3
PREVENDA VERDANT,49,8
PRIMA DE SANSAO,39,2
PRIMA FAMOSA,71,8
PRIMAVERA BICO,69,4
PRIMAVERA COMBO PCS PRETO,0,2
PRIMAVERA CORAL,16,2
PRIMAVERA KIT,40,2
PRIME FORMOSA TIPO,24,8
PRIME SALADA,95,4
PRIMEIRA COMPRA BRINDE,23,7
PRIMEIRA ESTRADA GRANDE RESERVA,39,8
PRIMEIRINHA,84,7
PRIMICIA SEMENTE DA HONRA,84,12
PRIMMAX HORT,49,4
PRIMMAX HORTAMOSTRA,94,3
PRIMOR NUTRIFOOD BIG BAG,87,7
PRINCESA QUEIJO QUENTE,84,12
PRINCIPAL SOBREMESA,64,8
PRO HF,42,12
PRO PRIVATE TANIA,64,3
PROD LOTE STAF VERMELHO TOMATE,63,8
PROD MINERAL DTSPG,82,8
PROD TOM EXT,58,7
PRODUCAO,58,3
PRODUCTOS ADORE ESCOLHER ORIGINAL LIGHT PINK,61,12
PRODUTO ARTESANAL PARA TERERE,61,12
PRODUTO CONSUMIDOR SOBREMESA,16,7
PRODUTO MANIPULADO REC OUTROS,0,12
PRODUTO NACIONAL IMPORTADO,22,2
PRODUTO PERSONALIZADO REPOSICAO DAS PECAS,23,12
PRODUTO SEM,49,12
PRODUTO SEM FORMULACAO DE AMOSTRA,38,8
PRODUTO SKU CVY LARANJA UNICO,38,8
PRODUTO SORTIDO COMPOSTO,61,3
PRODUTO TESTE DE HOMOLOGACAO NFENFCE,25,15
PRODUTOS CAMILA DUTRA,21,4
PRODUTOS EXOTICO,61,3
PRODUTOS EXTRAS,61,3
PRODUTOS JM,21,3
PRODUTOS KITS ORIGINAL ATACADO BELA FLOR,42,8
PRODUTOS NAO LISTADOS  SEM MILHOHIB,28,10
PRODUTOS NAO LISTADOS CAIXA LONGITUDINAL DE SEMENTES,87,4
PRODUTOS NAO LISTADOS CAIXA LONGITUDINAL DE SEMENTES ANO,85,7
PRODUTOS NAO LISTADOS CAIXA LONGITUDINAL DE SEMENTES ANOS,0,9
PRODUTOS NAO LISTADOS CHEIRO VERDE OUTROS,21,4
PRODUTOS NAO LISTADOS DECE LEITE OUTROS,30,11
PRODUTOS NAO LISTADOS DISTRIBUIDORA DE SEMENTE USADA MARCA,39,8
PRODUTOS NAO LISTADOS DISTRIBUIDORA DE SEMENTES ADUBO AM,69,2
PRODUTOS NAO LISTADOS FLOR DA AMAZONAS EXTRATOS ES,71,10
PRODUTOS NAO LISTADOS FORRAGEIRA MENTA MOD PREMIUN SER,61,8
PRODUTOS NAO LISTADOS FORRAGEIRA OUTROS,32,10
PRODUTOS NAO LISTADOS FORTENZA OUTROS,82,8
PRODUTOS NAO LISTADOS KEQUE MATE SG OUTROS,1,7
PRODUTOS NAO LISTADOS MATERIAL EXPERIMENTAL SEM VALOR COME,62,8
PRODUTOS NAO LISTADOS PIAU OUTROS,39,10
PRODUTOS NAO LISTADOS PRE LIMPEZA DE GRAOS OUTROS,6,12
PRODUTOS NAO LISTADOS REM JATOBA GENETICA ADITIVA REM,84,12
PRODUTOS NAO LISTADOS STARFIX SOJA OUTROS,84,12
PRODUTOS NAO LISTADOS VICON JOGAR SEMENTE USADO,84,12
PRODUTOS NATURAIS DESIDRATADS,84,12
PRODUTOS NATURAIS SECOS,84,12
PRODUTOS PRODUCAO,84,12
PRODUTOS VARIADOS ER,84,12
PRODUTOS VP AZUL MENTA BRANCO,84,12
PROESTEIO AC,38,12
PROFANADOR DO VIGOR,38,9
PROFLOC,84,12
PROGARD,60,12
PROJETO CACHARA PRATA,30,12
PROM AVL CUMBUCA,84,12
PROMITOR LOTE DT VAL,12,10
PROMO GRANDES PANICULOS QSP ML,8,12
PROMOCAO,23,12
PROMOCAO DIVERSA,8,7
PROMOCAO MPDV MASTERCHEF CUBO,8,12
PROPCO PROPOL MELGENG,8,7
PROPOMUNE,8,12
PROSPERIDADE ERVAS,55,4
PROTBIO RAIZ BS PREMIUM,22,9
PROTETORPADRAOAVELA,62,9
PROVENCE BAG BR,21,8
PROVERBIOS LARANJA,49,15
PROVICLIN QUALITY PROVICLIN,28,2
PRT OBJT VIVA,33,12
PRTO BM,94,2
PRX RECORTE,76,9
PS,65,12
PS PO NUTRIVET,49,8
PS PRECO CPCDP,30,12
PSEDR,30,12
PT DELINE CHILE CS,21,4
PT DELINE UNTAR PARAGUA,33,7
PT ELEGE MT CS,49,4
PT FRM NATA CAFE,62,12
PT GIR CONG,31,12
PT GIR SUPER CONG,57,8
PT LARANJA,39,7
PT MD,38,7
PT PBS DELÍCIA CREM RN CS,30,8
PT PRD SIMP BCO,42,4
PT PRH SEM IMP BCO,39,7
PT PRH SEM IMP BCO COMPL DE PRECO,90,15
PT PRV SIMP BCO,39,15
PT PST SIMP BCO,39,15
PT QUALY COLECIO,17,7
PT QUALY COLECIONAV,30,4
PT RD VM TABLITO,39,4
PT RT JUNDIA IMP BR,39,4
PT SIMP NAT,4,8
PTA CHACARA CEDROAR ESPECIAL,39,15
PULA BATATA,84,2
PULOLHO LARANJA VERAO,39,8
PURETRAK GONE BANANAS,42,3
PURO MATO,39,4
PURPURA,39,8
PUTZ BANANA MORANGO,39,12
PV BR TRAD PRONTA,57,8
PV MUNDO MIUDO,39,12
PVT NATURAL GRAUDO,39,12
PX BRANCO,39,12
PX ISLA PONTUAL ANTIQUE,39,8
PX ISLA PONTUAL BLACK,39,4
QA OR GANOKS,95,7
QA TREMO QUALITA,71,8
QAM SODRE SANTORO RIBEIRAO PRETO,40,8
QK POCHET JUNGLER II IMP,65,4
QLRC QUADRO DE LINHAS RESF CONG,71,12
QUADRADINHO DE MARACUJA,21,8
QUADRADINHO TURMA DA LU DESCONTO ,52,12
QUALLYXINE GRS,35,7
QUANDO VOCÊ SENTIR ROSA IOGURTE,33,15
QUARTA ASA,73,3
QUARTO NETOS,39,12
QUATROGALA,39,3
QUE CHEIRO ESSE ,58,8
QUE NUNCA NOS FALTE FLOR NEM AMOR VERDE LAGARTO,4,7
QUEBRA LOMBO CARDEROLI,34,8
QUEBRADA,21,7
QUEDA DA MANGA,84,12
QUEEN CAQUI,2,15
QUEEN PP CAQUI,12,7
QUEEN PP SALMAO,20,11
QUEIJOS ASPECTOS TECNOLOGICOS,42,8
QUEIMA SEM BRASA OLHO GRANDE DZ,84,2
QUILERA,85,8
QUILO SOBREMESA,19,8
QUILO VERAO ESPECIAL LOTE SSUN,33,8
QUINA DOBRADA,30,8
QUINA KILO,49,2
RA,84,2
RABO ADELLE ILUMINADO,62,8
RABO DE ANDORINHA,63,8
RABO DE GALO LANCAMENTO,63,8
RABO DE RAPOSA,17,10
RABO DE RAPOSA MEDIO,21,4
RABO DO GATO ATICA GATO RATO,61,2
RABO FLOR,73,12
RABO FUNK,4,12
RABO ISADORA,91,8
RABO LOIRO,33,8
RABO LUA,71,3
RABO NICOLA,82,4
RABO ONDU,90,2
RABO PABLO,90,2
RABO QUENTE,67,2
RABO QUENTE CHERUBINO,6,2
RABO QUENTE CM,73,2
RABO QUENTE XCAR,6,2
RABO RAPOSA,6,2
RABO RIIA SS,15,2
RABO SHUSHINE,6,2
RABO SILMARA,49,12
RAD RV NTPA CLB SACO BRANCO LOTE QTD LOTE QTD LOTE,67,2
RAFITTHY RAFITTHY LINHACA,67,2
RAINHA MARG POMPOM SO GOL,67,2
RAISSA BRANCO,67,2
RAIZACTION CANA,67,2
RALA FNV,67,2
RAMA,85,2
RAMBLER CB RAM,84,2
RANCONA,85,2
RAPEL,85,2
RAPEL KGS,84,2
RAS,67,2
RAS IPA CLASS SLIM BJ AZ,67,2
RASTERINHA CAFE COM LEI,0,7
RB,39,12
RC,61,2
RD MULT TRADICIONAL BJ,42,12
RE ACALMA TANGERINA RV,31,12
RE MS SETE QUEDAS GRUPO DE COORDENADORES VILMA MOD TAM ESPECIAL DIS,12,15
RE MS SETE QUEDAS GRUPO DE COORDENADORES VILMA MOD TRADICIONAL EXG DISPO,94,7
REBOFORT,87,8
REC PELLET PELLET,30,2
REC PO,38,8
REC SACHES SACHES,82,8
REC SEM FARINHA EDICAO,30,2
RECARGA PREMIUM ACACIA,30,11
RECONIL,21,11
RECORDATÓRIO LANÇAMENTO AIRLICIUM,30,2
RECORTE,30,4
RECORTE CAN,30,12
RECORTE CM,30,2
RECORTE CONTE,30,12
RECORTE DE,30,12
RECORTE DIVERSOS,30,12
RECORTE ESPECIAL,30,12
RECORTE ITEM,49,11
RECORTES SERVICOS,38,10
RECRIA OP LOTE,38,10
RED CAPS PLANTA VERDE,95,8
RED TRAZ AN PV BON,1,2
REDSHIELD SC KGS SACO KGS,87,2
REDUACAO TN,87,2
REF,64,2
REF ARTICLE,61,2
REF CAFEPRETO,64,2
REF LF TOP KARINA,63,2
REF OSCAR BRANCO,49,2
REF SEM COPO,44,2
REFAT PECAS,71,4
REFATURAMENTO PECAS,21,15
REFETURAMENTO PECAS,63,8
REFINADA,23,2
REFORçADOR SUPREMA,49,2
REFORÇO MADRUGADA,83,2
REG GOLDEN,44,2
REG IN GOCV VERD CPBRRCA BRANCO,69,2
REGARA RAFAELA EV AZUL CLARO,23,1
REGIAO DE CATIVEIRO,3,9
REGIÕES DE CATIVEIRO,84,2
REGIS RAM APIS BRAST INT,38,4
REGULARESIX SACHES,73,2
REINUS CHINA,64,9
REJUVEX REJUVEX BLACK,71,2
REMAP CB,64,8
REMESSA CM IMPRIMACAO ISENTO,61,8
REMESSA PARA DEMONSTRACAO AO CLIENTE CRISTIANE DA SILVA FREITAS,64,3
REMOVEREX KILOS,42,8
RENAN GREGO,21,7
RENEGUINHO COM MANGA,19,7
RES LOR ULTRA XE,61,4
RES LOR ULTRA XF,61,4
RES LOR ULTRA XM,61,12
RES LOR XD,61,12
RESEDA,49,3
RESEDA MIRIM,84,4
RESEDA TRIALIS,49,3
RESER RESERVA TORIO OLEO OV,21,4
RESERVAR KIT DA MOCA ROSA,62,8
RESIDUO INDUSTRIAL MARANDU MARCA GERMISUL,85,7
RESITREX NOGUEIRA FS ML,85,7
RESPECT CRU,85,7
RESPLANDECER TULIPA,85,7
RETALHO,39,4
RETALHO BICAO,61,4
RETALHO CARIJO,62,2
RETALHO CM,6,8
RETALHO DE RAMA,72,2
RETALHO ESPECIAL,52,2
RETALHO GOL,55,2
RETALHO MISTO AMARRADINHO,63,2
RETALHO PCT RETALHO,87,15
RETALHO PREMIUM,63,2
RETALHO RECORTE,63,1
RETALHO REZIDUO INDUSTRIAL,63,2
RETALHO UD,52,2
RETALHO UN,87,15
RETILINEAACOMFORTANERVURAALISAKAKIGG,72,2
RETORNO DE FEIRA OU EVENTO,72,2
RETRATY CAPSULAS,72,2
REVEAL LUNGO,87,12
RF LARANJA,73,2
RF MENTA,4,2
RFB,63,2
RG ACTIVESALMON,52,2
RG CV VIES RIB PEPPER,71,7
RIB ROCADO,87,2
RIBOOL IMAK MISTO,72,2
RICHMOND FURTHER,63,2
RICHMOND SOLUTION GO,63,2
RICO BONITO FAMOSO MENTIROSO PRETO,61,8
RICOFARM ML,61,8
RIDOVERPCT KGS PCT KGS,21,9
RIGIÕES DE CATIVEIRO,70,9
RIM,64,3
RIM HW,7,2
RIN LIGHT,64,3
RITUAL DO SONO ALECRIM,64,8
ROBUSTEZ VIGOR,64,8
ROCK CAQUI,73,8
ROMA,61,3
ROMA ABERTA,6,8
ROMA AEREO PEQUENAS,21,15
ROMA AETERNA,6,8
ROMA ANTIGA,6,8
ROMA BRANCA,12,8
ROMA DUBBO,39,8
ROMA DUCA AL HUEMOCHUE,71,8
ROMA DUNA,61,3
ROMA FLY BLACK,71,4
ROMA FRUTABELLA GIGANTE,94,8
ROMA GIGANTE,94,8
ROMA GIGANTE SAQUINHO,94,8
ROMA GRANDE,90,8
ROMA IMP,94,8
ROMA IMPERERIALE,94,8
ROMA IMPERIALE,90,8
ROMA JQD NEROBLACK,71,8
ROMA LARANJA ROXO DEGRADE,96,4
ROMA LGNOFFLGN,61,2
ROMA MD,49,8
ROMA MONTEGO YQY,95,8
ROMA MT,49,8
ROMA NEW SKU,6,8
ROMA PALMEIRAS,6,8
ROMA PCT,6,12
ROMA QXP,6,8
ROMA ROSE,7,8
ROMA UN,68,8
ROMA UN UN,68,8
ROMA UNIDADES,33,7
ROMA VERMELHO,13,8
ROMATEL ROMA PERFETTO,6,8
ROSA,67,8
ROSA CHARME,6,8
ROSA DE SOL,6,8
ROSA PISTACHE,6,8
ROSA QUIMILUX,60,8
ROSA SECO,33,15
ROSA VILLA DA ALAMEDA SUL,9,8
ROSATAM,23,12
ROSE,6,8
ROSE NACIONAL,48,7
ROSINHA AMERICANA PREMA ARTESANAL,64,8
ROSTO PERCIA,67,8
ROT PP PT LAM ACEM SHORT RIB,39,10
ROT PP PT MARANDU,90,2
ROTB REF ROMA,33,8
ROXAO,84,2
ROXO,85,15
ROXO SABOR AMI ALHO SAL UV DRY,12,8
RP KIT CRAVO,61,8
RPC CAST DRY LIGTH SUPREME AZ,94,3
RT BA DIANTEIRO,32,3
RTVIU WX MI MM PED,32,7
RUBEOLA VERDE,71,9
RUBI BRANCO,33,9
RUELIA FA,63,8
RUMEN FAST,83,3
RUMENPAC PRECO ORIGINAL ,83,3
RUNNER,87,2
RURAL TIP JATOBA,87,2
RUSTICA QUEIJO,87,2
RUZIZIENSES GRATITADA,87,2
RX GERIBA RJ,30,2
RXDQ JACARE BARRIGA PRETOFOSSIL OIL PRETO,44,8
RXV,95,2
RYBOOL CAFECARAMELO,87,2
SA LARANJA,64,9
SA VERDE LIMAO,64,9
SABOR MANGA,84,3
SAC AC AD BR ARAPONGAS,12,4
SACA COCO,10,12
SACHES DIVERSAS LINHAS,10,12
SACHES LONDON,10,12
SACHES PROHALL,49,2
SAFE BOOSTER VERMELHO MKB,39,2
SAFRA,9,2
SAFRA ORANGE,42,3
SAINDO DO CATIVEIRO,64,9
SAINT TROPEZ,95,3
SALA PRODUCAO,90,8
SALADA ANDINA,87,7
SALADA ML CTP,49,2
SALADA PRIMEIRA MISSA,64,12
SALADA VARANDAS,95,2
SALMAO DA DUVIDA,49,7
SALOFONE GALA,90,8
SALSA AIR MW,64,8
SALSA DLX HYB MW,39,3
SALSA DLX MW,64,8
SAMARA KESSY VIEIRA LIMA,84,4
SAMARIA LAVANDA LAVANDA,33,15
SAMBA PETIT CHEF SHOW,33,4
SANAGOGO ML DIVERSOS ID LT LT FAB VAL,94,4
SANDFREEWAY UN DIVERSAS DIVERSAS DIVERSAS,31,4
SANGRIA,44,7
SANGUINEA,39,2
SANSAO DO CAMPO,48,4
SANSAO DO CAMPO CM,21,7
SANSAO DO CAMPO CM SC,42,7
SANSAO DO CAMPO COM,42,7
SANSAO DO CAMPO MD,62,12
SANSAO DO CAMPO MD PEQ,95,4
SANSAO DO CAMPO POR,21,7
SANSAO DO CAMPO SC,70,3
SANSAO DO CAMPO UNI,42,7
SANSAO JL MARIA IVONE MOREIRA BRAGA OLE RENDEIRAS,64,12
SANSAO SANSAO POR MENINOS REI CEU ROCHA JUNIOR ROCHA,84,2
SANSAO UM FUTURO NA MODA MAIS SUSTENTAVEL INCLUSIVO DANI GABRIEL,49,7
SANTA BAKHITA DO SUDAO,95,12
SANTO OLEO VIBE SOSSEGADA,95,12
SAO ROQUE TRADICIONAL,85,8
SASSAFRAZ,6,12
SAT ACETOUCH FRAMBOESA,44,12
SATO,6,12
SAUDE DO REINO VIDA,6,7
SAUVAGE,61,8
SB CURIOUS PERCY ORANGE NOVA ESPECIFICACAO APROVADA MAT LUCCA PACO VIEIRA PEREIRA UNDSALESIANO DOM BOSCO,6,12
SC,6,12
SC FRUTA BRANCO,49,12
SCC SOLDIER,48,4
SCE SNZ ROLT,61,8
SCOD SPED PED,22,8
SCRUB ISLA,19,7
SCS AD,54,8
SCS LISO RABO,71,7
SCS MD,61,7
SCS PE,49,9
SCS RAC,49,3
SCSA STAG ALEXANDER,49,3
SD MARIART ROSA,90,7
SEC RESFR PRO,96,8
SEDES SEM GTIN,49,4
SEEWELL POLI IN,61,12
SEGREDO DA MELANCIA,30,7
SEISMITOAD PORTUGUES BOM ESTADO,39,7
SEL REV ERVA DOCE,39,2
SELDORA VACUO,39,8
SEM ALGODAO SELECIONADA,39,7
SEM ALOJAMENTO,64,2
SEM CÓDIGO,39,7
SEM CORACAO,63,7
SEM CORACAO BRINDE,70,4
SEM CORACAO CHESTNUT SPRINGS,84,2
SEM DATA VENIA,84,2
SEM DATA VENIA UNICA NA,90,10
SEM DESCRICAO PRETO,95,12
SEM FIM PLANIFICADO BENEFICIADO,12,10
SEM GTIN,49,12
SEM INF VERMELHA TN,48,7
SEM OLHAR PARA TRAS,39,12
SEM ORIGINAL,49,12
SEM ORIGINAL FLEXIVEL,61,12
SEM PARAR,61,12
SEM PASSAR BS,61,12
SEM PE,84,10
SEM PECA,84,8
SEM SE AMAR NAO DA PROMO ESPECIAL,49,12
SEM SE AMAR NAO DA PROMOCAO ESPECIAL,49,12
SEM VALOR COMERCIAL SN,87,12
SEM VITRINE,87,12
SEMENTE NAO HERDARA COM PALHA,94,8
SEMENTE TUDO COMECA NA COMO OS ALIMENT UNICA NA,33,12
SEMENTES DE PARTICIPACAO 4 TEMPO CATEQUISTA,34,2
SEMENTES DE PARTICIPACAO 4 TEMPO CATEQUIZANDO,69,7
SEMENTES DE PARTICIPACAO 4 TEMPO CATEQUIZANDO NOVO FORMATO,85,12
SEMPRA,49,10
SEMPRE VIRGEM AROMAALECRIM,49,10
SENHA,42,12
SENHA CONTRA SENHA ITEM CODIGO,49,12
SENHORINHA BARBOSA LOPES,12,10
SENS CHA BRANCO LOTE VAL,12,10
SENSACOES FOLHAS DO BRASIL LOTE VAL,49,12
SENSE PERA ICE,49,12
SENTENCED CRIMSON,49,12
SEP EFLUVIO PILEUS NOUVE MA PP,38,3
SEP LN TMP ATR,33,15
SEP OSS CRTL VVS,85,10
SEP VALPI AXONIUM AXONIUM,49,10
SEQ TEMPERADO DA NEURA,49,8
SERE,33,9
SERTANEJO SEM COSTURA CAFE,33,7
SERV DE OLEO,33,7
SERV OLEO,24,8
SERVE LEITE,85,12
SERVICE GERAL NORMAL,69,4
SERVICE RTEM RTEMLL PE,49,4
SESNOR SEMENTE JD,49,4
SETE BELLO,49,2
SETOR BANDEIRANTE,19,4
SF CAQUI,61,12
SF ENOBLI JAMBO TEC DESCONTO AUT KARINA MES CONSUMIDOR QR CODE VITRINE NO VALOR VISTA XX,62,8
SF HAVAI SEVILHA COR,64,9
SF LARANJA SISTEMA FCS MEDIA,27,15
SFCOMBO LARANJA,27,15
SGDQ CHELSEA MACADAMIAVECCIO MACADAMIA,84,2
SHEENA,39,4
SHEN SHU,64,2
SHOP CG,44,8
SHOTFLAG LARANJA,84,12
SHOUDER PREMIUM,21,2
SHOULDER,12,8
SHOULDER COLOR,6,8
SHOULDER HERITH,49,8
SHOULDER RIO,95,8
SHROT SOBR,39,8
SIALEX QUILO,2,10
SILVA VIEIRA LTDA,42,2
SINA,61,2
SINA DE MESA ABBMIX,62,2
SINCRUNIZADO,62,2
SINDOX PS,62,2
SINOP,42,2
SINTETICO FIT AMARELO MANTEIGA,42,2
SION ML COMPOSTO HIDROREATIVO,42,2
SIRON FRANCO,62,4
SISSI CAST,38,10
SIST SEM CSU SIGMA SOJA COMPL,61,3
SISTEMA DE GORDURA MAMINHA,49,15
SISTEMA DE GORDURA MAMINHA UNICA,83,15
SISTEMA DE LAVAGEM COMPOSTO POR,87,7
SITE BODINHO DARK,30,8
SITIO VARGEM GRANDE,56,4
SIZZLE RED,38,15
SJ TAMARA,49,7
SK CN DANI,95,8
SKIN FLOR DA PELE,84,12
SKIN LARANJA PRETA,84,15
SKIN MANGA,84,15
SKN IMP STONE WAISTE,84,15
SKU INATIVO,39,12
SLEEVE COCO,9,10
SM HIB SC,9,4
SM LOOV BRANCO UN DE,49,8
SMASHED SHOULDER,71,8
SMASHED SHOULDER ACADEMICS,62,4
SMASHED SHOULDER BAW,64,8
SMASHED SHOULDER BLACK,62,8
SMASHED SHOULDER FRESHER,49,3
SMCSP CXA JUMP,95,2
SMELLMAX LARANJA PLUS,49,8
SN TG,31,10
SNA,18,12
SNAKE TUSCANY LINE AVELÃ,33,12
SNH SNAL FRM,85,4
SNHL TG,85,11
Só VíRGULA,42,2
SOB BIO AMARETTO,49,4
SOB CORTE FIO,42,2
SOB EFEITO DE PLANTAS,60,2
SOB EGIDE DA CRUZ,42,2
SOB MEDIDA,33,8
SOB PELE,42,2
SOB REAC VD,62,4
SOB SOL DA AMERICA,84,7
SOBE DESCE,84,4
SOBE LONGO NOREA REPENDURA,84,4
SOBRAS TIPO,84,7
SOBRE CARTI,49,4
SOBRE ISSO BRINDES MODELOCOM DATAS,96,10
SOBRE POSTA PB MS,49,4
SOBRELE MANGA,62,4
SOBREM ROMA VERDE SALVIA,61,2
SOBREM WINDSOR VERDE SALVIA,42,8
SOBREMES IDEAL ML UN,39,8
SOBREMESA,49,4
SOBREMESA AKT,20,4
SOBREMESA AVULSA,19,4
SOBREMESA BALANCEADO,21,4
SOBREMESA CC,21,4
SOBREMESA CORBRANCO QUANT UN,19,4
SOBREMESA DA CASA,21,4
SOBREMESA DIRETORIA,19,4
SOBREMESA DIVERSAS,21,4
SOBREMESA DO CHEF,21,4
SOBREMESA DO DIA,21,4
SOBREMESA ESPECIAL,95,4
SOBREMESA ESPECIALIDADES DA CASA,19,4
SOBREMESA EXECUTIVA SEMANA,21,4
SOBREMESA GRANDE,21,4
SOBREMESA IDEAL ML,39,8
SOBREMESA INDIVIDUAL,19,4
SOBREMESA INETRNO,21,4
SOBREMESA KGDA CASA,21,4
SOBREMESA KIN,17,4
SOBREMESA MAGIDOCE,19,4
SOBREMESA MEDICOS,20,4
SOBREMESA PALMEIRA,19,4
SOBREMESA PORCAO,21,4
SOBREMESA POTE,21,4
SOBREMESA POTE PEQUENO,21,4
SOBREMESA POTESABORES PADARIA,22,4
SOBREMESA QUINTAL,20,4
SOBREMESA ROBUSTO LARGO,21,4
SOBREMESA TRAVESSA GRANDE,21,4
SOBREMESA UN,95,4
SOBREMESA UNITARIA,19,4
SOBREMESA WEST VARIADO,19,4
SOBREMESADIVERSOS,19,4
SOFIA PIMENTA FUTURA PRESIDENTA,21,4
SOL AS RAS,64,15
SOL JALAPA ML,19,4
SOLAPAS CASTANHAS DA LU PARA,19,4
SOLTINHO MEL ES,62,4
SOLTINHO OLIVIA ES,62,15
SOLUMIX LARANJA,22,4
SOLUNAT BRASILIENSE,69,4
SOLUPAM EQ,21,4
SONATA DIANTEIRO,49,7
SONHAR ROSA SECO,49,7
SONIA REGINA VIEIRA SILVESTRE,30,12
SORTIDO COMPOSTO PO,38,3
SORTIDO COMPOSTO POR ITEM,30,8
SORTIDO COMPOSTO POR VE,34,11
SOSSEGA LEAO,34,7
SOYA PRIME XT BLACK FORQ PTG,87,2
SP,64,7
SP AAA,61,12
