prod_xprod,rotulo_cliente,rotulo_ia,capitulo_correto,explicacao
PALHA BAT DOCE ALECRIM 200G ROOTS,7,17.0,17.0,IA: Palha de trigo doce é um produto alimentício processado.
OLEO DE ALHO CAP. 250 MG (POTE C/100),7,30.0,30,IA: Óleo de alho é derivado vegetal
HATTA TORRADINHA KG 0 UN,7,19.0,19.0,"IA: Produto processado, similar a biscoitos."
HELICOIDE DE VAGEM PL 01,7,84.0,84,IA: Hélice indica peça mecânica
MALVA FOLHAS 30 GR,7,12.0,12,"IA: Malva é planta medicinal, não alimentícia"
"PICKERS ANEL CEBOLA PRE FORMADO 1,05KG",7,16.0,07,CLIENTE: Produto hortícola
ABOBORA BRUXA UNICA,7,7.0,07,IA: Abóbora é um produto hortícola.
10 UN PLANTA AQUATICA ALFACE DAGUA PISTIA STRATIOTES AQUARIO,7,7.0,07,CLIENTE: Produto hortícola
"PANAMBY - POTE COLORS 1,8LT FEIJAO",7,39.0,20,IA | Produto enlatado
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
PIMENTA MISTA CHAO PRETO 80GR,7,9.0,7,CLIENTE: Pimenta é um produto hortícola
MESA LEBLON ROXO IMPORTADO,7,94.0,94,IA: Móvel
LIN  DE CHEIRO RENDA,7,33.0,33,IA: Produto de perfumaria
TOM. TELEB. C/RJ1103744N,7,85.0,85,IA: Produto eletrônico
DANIEL [CD],7,85.0,85,IA: Produto de áudio/vídeo
MOYASHI 500GR,7,7.0,07,"IA: Moyashi é um broto de feijão, produto hortícola."
CATUNI SECO,7,7.0,7,IA: Produto seco derivado de planta
5200 LIQUIFICADOR TOMATE MAZ-003 ROSA,7,85.0,85,IA: Liquificador é eletrodoméstico
OREGANO KG,7,9.0,07,CLIENTE: Oregnao é um produto hortícola.
"055 PEPINO CLASSIC CHEF...............01X300 %AGR:  27,3000 B.ST: ******174,54 V.ST: ********6,36      CXA:       1,000",7,7.0,07,IA | PEPINO É PRODUTO HORTÍCOLA
ESCARIF. HIDROP. EHP 500 6H -IPACOL,7,84.0,38,IA | Produto químico para tratamento
VACA TF - 237.900,7,2.0,02,IA: Produto animal
PRODUTOS NAO LISTADOS - BERINGELA - OUTROS,7,7.0,7,IA: Beringela é um produto hortícola.
CRISTAL MEDIO COGUMELO DE SHITAKE,7,7.0,7,IA: Cogumelo é produto hortícola
EXPRESSO VIBRANTE,7,,07,CLIENTE: Produto alimentício
MANGERONA TEMP PRUDENTINO10G,7,12.0,7,CLIENTE: Produto hortícola
SALVIA PV C/10,7,7.0,7,IA: Salvia é planta comestível
PAU ALECRIM,7,44.0,07,CLIENTE: Pau alecrim é uma planta
"CHEIRO PARA EMBALAGEM  AROMA  PERFUME PARA LOJA, PAPEL E ARTESANATO PIMENTA ROSA,100ML",7,33.0,33,IA: Perfume para loja
"ISPERIA, JUíZA SUPREMA",7,49.0,49,IA: Produto não se encaixa em produtos agrícolas
ITEM FORNEC. ALTO VACUO,7,84.0,84,IA: Item alto vácuo indica equipamento
OSSO SAO BENEDITO CENOURA MINI,7,5.0,7,CLIENTE: Produto hortícola
FIO NAUTICO 3 MM ALFACE 1 KG,7,54.0,54,IA: Fio náutico é produto têxtil
CX AV-400,7,84.0,84,IA: CX AV-400 sugere equipamento
"CHEIRO PARA EMBALAGEM  AROMA  PERFUME PARA LOJA, PAPEL E ARTESANATO MELANCIA,100ML",7,33.0,33,IA: Aroma para embalagens
"CSDUV 15/400/95 MAURIZIO - PESO: 63,0000",7,84.0,7,CLIENTE: Produto agrícola
ALMOFADA - HIBRIDA,7,94.0,94,IA: Almoofada é artigo de cama
CX BATATA FRITAS TIPO MC - PADRAO,7,7.0,7,IA: Produto processado a partir de batata.
TRAPOERABA ROXA,7,7.0,7,CLIENTE: Produto hortícola
B CHOCONICE BRANCO 150G,7,18.0,18.0,IA: Produto doce classificado como confeitaria.
TUPPERWARE REDONDINHA TOMATE BISTRO 500ML,7,39.0,39.0,IA: Produto de plástico para armazenamento
GARRAFA PIMENTA - 250 ML,7,20.0,39,IA | A garrafa é um produto de plástico.
CESTA EM  PALHA C/ COELHA C/ FLORES E CENOURA,7,46.0,46,IA: Cesta é artigo de decoração
AB 50157,7,0.0,7,CLIENTE: Produto alimentício.
FORMULA C/OLI OLA 120MG/CAP GELAT BR/BR 120UN/,7,30.0,30,IA: Fórmula indica medicamento
(T) SHE IS VERDE TAMANHO:G,7,61.0,61,IA: Produto vestuário
OREGANO,7,9.0,07,CLIENTE: Oregnao é um produto hortícola
5N DISCO ABRASIVO P/ CEBOLA   ALHO DBL-10,7,68.0,68,IA: Disco abrasivo é ferramenta
"ADAPTADOR RISUS PARA COMO4, MERANO, SALSA 3, SALSA 4 E ZOOM",7,87.0,87,IA: Adaptador indica peça eletrônica
HAVAIANAS CHINELO SLIM SPARKLE 3544 34 BERINJELA BERINJELA BERINJELA,7,64.0,64,IA: Chinelo é produto de calçado
PENDRIVE TOMATE,7,7.0,85,IA: Pendrive é dispositivo eletrônico
ALECRIM P36,7,7.0,07,IA: Alecrim é uma planta comestível.
MULE PIMENTA,7,64.0,7,CLIENTE: Produto alimentício
"CENOURA DECORATIVA MACO C/3 LJA/VRD 17,5CM (CENOURAS) C/1 UN",7,67.0,07,CLIENTE: Cenoura é produto hortícola
MANGA DEMON SLAYER - KIMETSU NO YAIBA 18,8,49.0,49,IA: Produto de papelaria/colecionável
MACA DE RESGATE RETRATIL ##ESPECIAL 1700 INCLINADA,8,94.0,94.0,IA: Produto de resgate parece ser equipamento
SAIDA MANGA M PRETO,8,61.0,61,IA: Produto têxtil
ESS. FIGO,8,8.0,8,IA: FIGO PERTENCE À CATEGORIA DE FRUTAS
BANANA MOOD - VERDE,8,8.0,08,IA: Banana é fruta.
MANGA,8,8.0,08,IA | MANGA É FRUTA
MANGA BOTÃO LISA - SUNRISE .G ASUN,8,61.0,08,CLIENTE: Manga é fruta.
PROVERBIOS (LARANJA),8,8.0,8,IA: Proverbio é fruta cítrica
COROA E PINHAO K2700 11 X 43,8,87.0,87,IA: Peça de engrenagem para máquina
BAN,8,,8,CLIENTE: Descrição indica fruta.
MURCOTE,8,8.0,8,IA: Murcote é fruta cítrica.
CASTANHA N2,8,8.0,08,IA: Castanha é classificada como fruta.
MURCOTE,8,8.0,8,IA: Murcote é fruta cítrica.
HIDRAPLEX LARANJA ENVELOPE,8,21.0,21.0,"IA: Produto processado, similar a doces."
PITANGA,8,8.0,8,IA | Fruta fresca
OBI AFRICANO - UNIDADE UMBANDA CANDOMBLE.,8,97.0,97,IA: Objeto religioso
MACA GD FAMILIA,8,8.0,08,IA: Produto classificado como fruta.
PINHAO - NISSAN,8,87.0,87,IA: Peça de veículo
MP PM MILTIMIX INDUSTRIAL KG,8,38.0,38.0,IA: Produto químico industrial
BAND.SEXTAVADA18X20 LARANJA,8,72.0,8,CLIENTE: Produto derivado de fruta.
MACA DE 190 X 80,8,94.0,8,CLIENTE: Produto se encaixa na descrição do capítulo.
ENVOLTURA MAGIC - CAJU BRASIL COR:PRETO;TAMANHO:M,8,61.0,42,IA | Envoltura indica vestuário
KIT FRUTA,8,8.0,08,IA: KIT FRUTA indica frutas.
AVELA,8,8.0,8,IA | AVELA é fruta.
PELES FRESCAS DE BOVINO (168 UN),8,41.0,41.0,IA: Peles frescas são produtos de origem animal.
COCO CAPRYLATE/CAPRATE - DUB 810 C - ESCOLHA O TAMANHO DO RECIPIENTE: : 800 GR,8,29.0,29.0,"IA: Derivado de coco, classificado como substância orgânica."
"13410 - NACIONAL - 1,10 X 1,40 KPZ",8,8.0,8,IA | Produto compatível com frutas.
PINHAO SISTEMA TITANIUM,8,84.0,84,"IA: Peça de sistema, provavelmente engrenagem"
ROMA IMP,8,8.0,8,CLIENTE: Descrição indica fruta.
MANGA TOKYO REVENGERS (NOVO - LACRADO) VOL.1,8,49.0,49,IA: Manga é produto cultural
B LISTRADA MANGA 3/4,8,61.0,61,"IA: Produto têxtil, vestuário."
(9788537600306)MINICLASSICOS REI LEAO DA SAVANA (EDI LE),8,49.0,49,IA: Produto cultural
MANGA  AGULHADO ZAT125410001,8,84.0,08,CLIENTE: Manga é fruta.
BRASCORTEM EFEITO LARANJA 900ML,8,32.0,32.0,IA: Produto químico para limpeza
PINHAO 6K DWE4559,8,84.0,84,"IA: Pinhao é ferramenta, capítulo 84"
CASTANHA DE LINHA 40X60M,8,8.0,8,CLIENTE: Castanha se enquadra em frutos
LYSIMACHIA NUMMULARIA,8,6.0,08,"CLIENTE:  Produto vegetal, provavelmente fruta."
"PE00 PRTO 2400X40000X5,0 BM",8,8.0,8,CLIENTE: Descrição indica fruta.
BEM ME QUEROPO BANANA -12,8,8.0,8,IA | Produto é fruta.
PINHAO 16-D CG150/FAN 09,8,87.0,87,IA |  Produto é peça de motor
POKAN,8,8.0,8,IA | POKAN é uma fruta.
EST KIWI 68317 L 150 #,8,8.0,8,IA | Produto é fruta.
PESSEGO CRISTALINI CX 25KGS,8,8.0,8,IA | Fruta fresca
SACO AMEIXA REAL 900ML REAL UN,8,39.0,20,"IA | A fruta é embalada, não é fruta natural"
PINHA / PRETO,8,8.0,08,IA: Pinha é classificada como fruta.
ESSENCIA MACA VERDE ESTOQUE L,8,33.0,33.0,IA: Essência vegetal
REG F RECORTADA GOIABA V22 M,8,8.0,8,IA: Produto derivado da fruta goiaba.
"5000,00KGS DE CARVAO DE CASCA DE COCO ACONDICIONADOS EM 500 CAIXAS MASTER,EMBALADO A GRANEL,CADA CAIXA CONTENDO 10 SACOL",8,27.0,27,IA: Carvão vegetal derivado de casca
O QUEBRA-NOZES,8,8.0,82,"CLIENTE: Quebra-nozes é ferramenta, não fruta."
"MELAM. IMPORT. FRUTEIRA G                            0,08UN",8,39.0,08,CLIENTE: Fruta
28.23707AP3 3-PINHA P3 59345 UND,8,,8,CLIENTE: Produto descrito como fruta.
H CARA BDJ EMB HORTIFRUTI UN,8,8.0,8,IA: Produto hortifruti indica capítulo 8
PINHA DE NATAL AG8551,8,95.0,95,IA: Produto decorativo
MANGA FLEXIBLE,8,40.0,40,"IA: Manga é fruta, classificada no capítulo 08"
FORMULA C/OL. DE UVAS 1%;AC. GLICOLICO 4%;AVENOLAT 2%;PENTAVITIN 2%;VITAMINA E 1%;UREIA 10%;LOC. CREMOSA HID 130ML;,8,33.0,33.0,IA: Produto cosmético
575-PINHAO PINHAO 9C6023,8,84.0,84,IA: Engrenagem se encaixa em máquinas
COROA PINHAO 9X43,8,87.0,87,IA: Coroas de pinhão são peças mecânicas.
PINHAO KM 700S,8,8.0,8,CLIENTE: Produto se encaixa na descrição do capítulo.
BERMUDAAJEANSASLIMA5APOCKETSAOFERTAATEENO:KAKI:10,8,62.0,62,IA: Bermudas são vestuário.
COROA E PINHAO COROA E PINHAO,8,84.0,84,IA: Peças de máquinas
MANGA BOTÃO LISA - PINK .G RNEO,8,61.0,08,CLIENTE: Manga é fruta.
3869BLUSA MANGA CURTA,8,61.0,61,IA: Produto vestuário
JAMBO DO PARA,8,8.0,8,IA: Jambo é fruta.
EMBRUN TAMANHO:0-6 MESES,8,61.0,61,IA: Roupa infantil
MIRAGEM  113- A - AVELA/BRANCO - F:PO ( VI: PRETO ),8,8.0,8,IA: Produto se encaixa na descrição do capítulo
PINHA DIAMANTE,8,6.0,08,CLIENTE: Produto é derivado da fruta.
"DELTAPLUS TANGERINA 5,0 L",8,8.0,8,IA: Bebida com sabor de tangerina
COROA PINHAO 9X37,8,87.0,87,CLIENTE: Coroas de pinhão são peças mecânicas.
OUTROS PRODUTOS DA AGRICULTURA - ACEROLA - OUTROS,8,8.0,08,IA | Acerola é fruta
CASTANHA MACADAME,8,8.0,08,CLIENTE: Castanha é classificada como fruta.
CRD MEMENTO LINHA HAS,8,,8,CLIENTE: Produto da linha HAS
MANGA LONGA PRETA G,8,61.0,61,IA: Produto vestuário
ESSECIA LIMA LIMAO 120 ML,8,33.0,8,CLIENTE: Essencialmente fruta.
BOLSAO ST4752/BGC0306 LARANJA,8,42.0,42,IA: Produto similar a bolsas
PETISCO TURQUESA MAR LARANJA,8,21.0,21.0,IA: Petisco é classificado como alimento.
MACA MESA DE MASSAGEM PREMIUM MODELO MMP70B COR BRANCA,8,94.0,94.0,IA: Produto é um item de mobiliário
MANGA THE JOJOLANDS 5 EM JAPONES,8,49.0,49,IA: Manga é fruta
ESS LIMAO SICILIANO ONE AROMAT.,8,33.0,08,CLIENTE: Produto é fruta cítrica.
159-135-212R SONOCONVERSOR 30 KHZ,8,85.0,85,IA: Sonoconserdor é dispositivo eletrônico
KIT AUTOCUIDADO MANGA VERDE,8,33.0,33.0,IA: Kit autocuidado é produto cosmético
MIX DE CASTANHAS PETISQUEIRA,8,8.0,20,IA | Mix de castanhas é classificado como preparação alimentar
PELES FRESCAS DE BOVINO (383 UN),8,41.0,02,IA | Peles frescas são classificadas como produtos animais.
BLUEBERRY MUFFING YANKEE,8,19.0,19.0,"IA: Produto assado, classificado como preparação"
UVA ACRILICA LILAS,8,39.0,39.0,"IA: Produto artificial, não fruta."
"PINHAO /18,0KG",8,8.0,8,IA | Produto classificado como fruta.
MOCACCINO,8,21.0,21.0,IA: Bebida pronta para consumo
MACA RESGATEX SKED ENVELOPE LARANJA,8,90.0,8,CLIENTE: Produto derivado de fruta.
MANGA,8,8.0,08,IA | MANGA É FRUTA
VEESTIDO VALERIA,8,61.0,61,IA: Vestido é vestuário.
MANGA - MY HERO ACADEMIA - 36 - NOVO/LACRADO,8,49.0,49,IA: Manga é fruta
PINHA IMPERIAL G,8,8.0,08,IA: Pinha é fruta.
FRUTA 10 PECAS,8,8.0,08,IA | Produto corresponde à descrição do capítulo
(C5NN7106D) - PINHAO Z21 DESLIZANTE (4A.) - IMP.,8,84.0,84,IA: Peça de engrenagem para máquina.
LARANJA PEQUENA AMARELA,8,8.0,08,IA: Laranja é fruta.
58050009 ATACAMA TAMARA,8,58.0,58,IA: Produto similar a frutas secas.
MANGA LONGA,8,61.0,61,IA: Manga longa é vestuário.
MINI CEREJA C/18,8,8.0,08,IA: Mini cereja é fruta.
SAIDA MANGA 3/4 G BRANCO,8,61.0,61,IA: Produto têxtil
PINHAO ENTRADA 10Z 21 ESTRIAS,8,84.0,84,IA: Engrenagem com dentes
RAPEL 3KG,8,39.0,39.0,IA: Rapel é artigo de escalada
MANGA,8,8.0,08,IA | MANGA É FRUTA
COROA PINHAO 26X24 REX,8,84.0,84,IA: Coroas são ferramentas
ENCOSTO VIVA   - LARANJA 33,8,94.0,94.0,IA: Encosto indica móvel
MACADAMIA SEM SAL (ESTILO 2),8,8.0,8,IA | Macadâmia é fruto seco.
OUTROS PRODUTOS DA AGRICULTURA - MAMAO - OUTRAS,8,8.0,08,IA | MAMAO É FRUTA
FRUTAS E VERDURAS,8,7.0,8,CLIENTE: Descrição indica frutas.
PINHA COM BASE / ESMERALDA,8,68.0,8,CLIENTE: Pinha é fruta.
COMPLEMENTO DE PRECO ( REF. NFE 158),8,49.0,49,IA | COMPLEMENTO DE PRECO INDICA DOCUMENTO
ESS. ALECRIM E LIMAO SICILIANO 100GR,8,33.0,08,CLIENTE: Produto derivado de fruta.
PINHAO CG 125 14 DENTES MAX,8,87.0,87,IA |  Peça de reposição para veículo
POTE 1 LITR. UVA COM LEIT. CON,8,4.0,20,"IA: Produto processado, similar a geleia"
MANGA DEMON SLAYER ( KIMETSU NO YAIBA ) N 18,8,49.0,49,IA: Produto cultural
NUTRI FEIRINHA DIVERSOS UN,8,8.0,8,IA: Produto se encaixa na descrição do capítulo
FÊMEA MÉDIO LARANJA,8,,08,IA | FÊMEA é derivado de fruta cítrica
"SUPLEMENTO 0,400 KG SC LIMAO",8,21.0,21.0,IA: Suplemento alimentar com sabor de limão.
MANGA TOMIATE MD,8,8.0,08,IA: Manga é fruta.
MANGA,8,8.0,08,IA | MANGA É FRUTA
INT7101 IPRO,8,85.0,8,CLIENTE: Descrição indica fruta.
MANGA TRG0000FCI,8,8.0,08,IA | MANGA É FRUTA
PETISQUEIRO DE MORANGO COLORIDO,8,69.0,8,CLIENTE: Petisqueiro de morango é derivado da fruta.
AQUARELA BASE BPZ 3 EM 1 TOM CAST 22TER UNICA UN,8,33.0,33,"IA: Aquarela é tinta, classificada em produtos químicos."
MANGA,8,8.0,08,IA | MANGA É FRUTA
MAMÃO,8,8.0,08,IA: Mamão é uma fruta.
CHALE LISO COM MANGA VERMELHO,8,61.0,61,IA: Item de vestuário
FMEL CH COCO CARAMEL20,8,8.0,17,"IA | Produto é doce, provavelmente cobertura"
TIPAGEM SANGUINEA SOROS ANTI A B D,8,30.0,30,IA: Produto farmacêutico
BUBALINO FEMEA - 4.00,8,1.0,01,IA: Bubalino é animal vivo
TENSOATIVO DO COCO - SODIUM COCO SULFATE (SCS) - 200 GR,8,34.0,34.0,IA: Tensoativo derivado de coco
MANGA LONGA BRANCA - PREMIUM - P,8,61.0,61,IA: Produto têxtil
JARDIM TROPICAL CAJU/FLOR FUTON ALMOFADA = MC,8,94.0,94,IA: Produto é uma almofada
PINHA PEQUENA -,8,8.0,08,IA: Pinha é classificada como fruta.
PRODUTOS NAO LISTADOS - MACA DE TRANSPORTE - OUTROS MOBILIAR,8,94.0,94.0,IA: Produto similar a mobiliário
MANGA - KG,8,8.0,08,IA: Manga é fruta.
ALBUMAX MORANGO 500GR,8,21.0,21.0,"IA: Produto processado, similar a geleias."
AMOSTRA RIPPA TAMARINDO 24 X 11CM (DURAMAX),8,48.0,48,IA: Amostra indica produto processado
"11366 - NACIONAL - 1,95 - R - MO",8,8.0,8,IA | Produto se encaixa na descrição do capítulo 8
ROTULO ABACAXI C/ HORTELA  160 X 190,8,48.0,48,IA: Rótulo é produto de papelaria.
BANANA FISH N.1 [REB4] ***,8,8.0,08,IA: Banana é fruta.
MANGA CUMPRIDA,8,61.0,08,CLIENTE: Manga é fruta.
C 16G,8,,85,IA | Produto tecnológico
CX- NOVA 14,8,,8,CLIENTE: CX-NOVA 14 sugere fruta.
181711107100P000-BIKINI BRAZILIAN BACK P,8,61.0,61,IA: Produto de vestuário
COCO DE CERAMICAS,8,69.0,69,IA: Produto de cerâmica
MAMAO BORDADO 680GR,8,8.0,8,IA | MAMAO É FRUTA
OBI NACIONAL 2 GOMOS ROXO -  1 UNIDADE,8,8.0,8,CLIENTE: Produto se encaixa na descrição do capítulo.
LARANJA SOLAR GM 88 14.000.02893,8,32.0,08,CLIENTE: Produto é fruta.
JAMBO (SYZYGIUM MALACCENSE (L.) MERR. L.M. PERRY),8,8.0,08,IA | O Jambo é uma fruta.
PINHAO SUPERSPROX 1373 520 17 PARA NC750X,8,87.0,87,IA: Peça de reposição para moto
JG CASTANHA DURA,8,8.0,08,IA: Castanha dura é classificada como fruta.
SANKO KAKI NO TANE ASSORT CRACKER 58GX20,8,19.0,19.0,IA: Cracker é classificado como produto alimentício
UVA PLÁSTICO,8,39.0,39.0,IA: UVA PLÁSTICO é brinquedo
LARANJA ORIENTAL - 15ML,8,33.0,08,CLIENTE: Produto é fruta.
MANGA LONGA AZUL CEU P,8,61.0,61,IA: Produto vestuário
PITANGA,8,8.0,8,IA | A pitanga é uma fruta.
APARADOR 25MM 120X035X079 ACS1235-1010 AMEIXA GEBB,8,8.0,8,CLIENTE: Descrição indica ferramenta
QUALY NUTRI FLUIMICINA 16SACHES LARANJA,8,30.0,21,"IA | Produto alimentício, possivelmente suplemento"
GLASKLARE 10H,8,38.0,38.0,IA: Vidro temperado é classificado em produtos químicos.
PINHA BRANCA,8,8.0,08,IA: Pinha branca é fruta.
VCURTO MANGA BABAO FLOR VERM BOTANIN CONFY,8,61.0,61,IA: Produto têxtil
CAST. MOLE PL AUTOBLOCK   210MM 1.5X60º  (1º LINHA),8,84.0,84,IA: Ferramenta de corte
MULTIPOLPA LARANJA,8,8.0,8,IA | Produto classificado como fruta.
MAÇA DE GINÁSTICA RITMICA CONECTAVEL - 40CM,8,95.0,95,IA: Produto esportivo
LS232  - ROMA PRETO,8,8.0,8,CLIENTE: LS232 indica fruta
CX LARANJA,8,8.0,08,IA: CX LARANJA é fruta cítrica
CASTANHA N 2,8,8.0,08,IA: Castanha é classificada como fruta.
MANGA LONGA8,8,61.0,61,IA: Manga é vestuário.
TRIO DE MACA 100G COLOR ANDINA LOTE: 009,8,8.0,08,IA | Produto classificado como fruta.
GOPRO MANGA + CORDAO (HERO11 PRETO/HERO10 PRETO/HERO9 PRETO) - ACESSORIO OFICIAL GOPRO,8,85.0,85,IA: Acessório eletrônico para câmera
LATINHA CASTANHA DA INDIA 20G,8,12.0,8,CLIENTE: Castanha de caju é fruta.
ELF 4000PUFF KIWI PASSIONFRUIT GUAVA (KIWI/MARACUJA/GOIABA),8,24.0,24.0,IA: Produto é um aromatizante
GOIABA TAILAILANDESA - ESTACA,8,8.0,8,IA | Fruta fresca
"PE05 PRTO 2200X42000X6,0 BM",8,72.0,8,CLIENTE: Descrição indica fruta.
"MORANGO FONDUE                                       0,08KG",8,21.0,08,CLIENTE: Morango é fruta.
ABENÇOADA. (LARANJA),8,8.0,08,IA: Abacaxi é fruta.
COROA PINHAO 11X47 (MOTO PECAS),8,87.0,87,IA: Peça de moto
TAMPONAMENTO DE 15MM 600 X 150 X 15 = 0.09M2 SEQ.11,8,8.0,8,CLIENTE: Descrição indica produto do capítulo 8
FRUTAS - BANANA PRATA VERDE,8,8.0,08,IA: Banana é fruta.
A RAPOSA E AS UVAS - LE PRA MIM,8,49.0,49,IA: Livro infantil
QUEBRA NOZES,8,82.0,82.0,IA: Quebra nozes é ferramenta
MESA ROMA 160X90X75CM BS/PRETA,8,94.0,94,IA: Mesa é classificada no capítulo 94
MANGA - SAKAMOTO DAYS 12 - NOVO/LACRADO,8,49.0,49,IA: Manga é fruta
MANGA LONGA,8,61.0,61,IA: Manga longa é vestuário.
B MANGA 3/4 EST,8,61.0,61,IA: Produto vestuário
16G-16FL90S,8,,85,IA | Produto eletrónico
MANGA ESPADA,8,8.0,08,IA: Manga é fruta
"055 APTANUTRI 3 PROFUT 12 A 36 MESES..01X800 %AGR:  22,7900 BASE ST: ********992,86 VALOR ST: *********31,33",8,19.0,19.0,IA: Produto alimentício infantil
LIMA K-FILE 1 SERIE (15-40) KIT C/6 - L:121822725 V:IND,8,90.0,90,IA: Instrumento médico
RF 0669 - LARANJA,8,8.0,08,IA |  Laranja é fruta cítrica.
AIN LARANJA                                                  - LOTE : TBG122.15613.084     - DT VAL. 15/08/2024,8,8.0,08,IA: Produto classificado como fruta.
CABREUVA,8,8.0,8,IA | CABREUVA é fruta.
MANGA PALMEN MD,8,8.0,08,IA: Manga é fruta.
VB-LARANJA-COMFLIPPRETO,8,8.0,8,IA | Produto é fruta cítrica.
KIT COM 2 DESFRALDES MORANGUINHO GG,8,96.0,96,IA: Produto de vestuário infantil
KIT COROA/PINHAO 51/14Z - COMP. DR-Z 400 (00/07),8,87.0,87,IA: Peça de moto
BODY ZIGGY - LARANJA BERGAMOTA P,8,61.0,08,CLIENTE: Produto contém laranja bergamota.
"ALBAR ALBBA401388X C  OROA PINHAO, OV: 379  4301",8,87.0,8,CLIENTE: Descrição indica fruta.
MACA HIDRAULICA COM LEITO EM ABS - 2015ABS,8,90.0,84,IA | A descrição indica peça mecânica
MANGA LONGA,8,61.0,61,IA: Manga longa é vestuário.
BV LARANJA LITRO NATURAL VIAG,8,8.0,20,"IA | Bebida natural, não fruta"
ETROPLUS MACULATUS,8,3.0,01,IA | ETROPLUS MACULATUS é um peixe
CARTAZETES 7X14 CM N QT MAR26,8,48.0,48,IA: Cartazes são produtos impressos.
MANGA LONGA AZUL CEU G,8,61.0,61,IA: Produto vestuário
MEGACABEDAL/140/LARANJA/QLD03,8,64.0,8,CLIENTE: Produto é fruta.
ESS DE LIMA LIMAO 100ML,8,33.0,33.0,IA: ESSÊNCIA DE LIMÃO É PRODUTO QUÍMICO
CX.PAP. 249X172X312 CX. GAMMY 06X970 FRUTAS VERMELHAS - REV.,8,48.0,08,CLIENTE: Produto é fruta.
HOSPITALAR D20 01200X1880X0780,8,90.0,90.0,IA: Produto médico hospitalar
BD2Y-3106-MANGA E.F-350/F-4000 72/86,8,87.0,87,IA: Produto se encaixa na descrição do capítulo
PINHAO MOTO CG 125 14 DENTES MAX,8,87.0,87,IA: Peça de moto
MACA PARA MASSAGEM TIPO MALA C ORIFICIO PRETO SALUTEM,8,94.0,94.0,"IA: Produto de massagem, não fruta"
A GRANEL.MIX DE CASTANHA SECA KG FR,8,8.0,8,IA: Mix de castanha seca é classificado como fruta.
MAEJIMA TOROROKOMBU 16G,8,12.0,12.0,"IA: Produto processado, similar a condimento"
BANDEJA COM FRUTA,8,8.0,8,"IA: Bandeja é irrelevante, fruta é classificada em 8"
CAL PRECO IMP PRETO,8,25.0,8,CLIENTE: Produto se encaixa na descrição do capítulo.
MANGA LONGA COUNTER - M,8,61.0,61,IA: Produto vestuário
BUBALLO,8,8.0,8,IA: BUBALLO é fruta.
BR/ZI/FS MELANCIA TOP GOTA PEQUENA,8,8.0,08,IA: Melancia é fruta.
MANGA KENNEDY LISA TRANSP,8,8.0,08,IA: Manga é fruta.
MURCOTE-,8,8.0,8,IA: Murcote é fruta cítrica.
V STROM 1050XT LARANJA,8,87.0,87,CLIENTE: Produto se encaixa na descrição do capítulo
COROA PINHAO 7X73,8,87.0,87,IA: Coroas de pinhão são peças mecânicas.
COB ENC L08 N CAQUI 9.5/4.5,8,8.0,8,IA | CLIENTE: Produto se encaixa na descrição do capítulo
PENCA OXAGUIAN ZAMAKI,8,97.0,08,CLIENTE: Penca é parte da planta
COCOPURE GENGLIMAO18G,8,21.0,21.0,"IA: Produto processado, similar a geleia"
LARANJA FLEXO CT LAMINACAO FCL.32068.C,8,8.0,8,IA | Produto é fruta cítrica.
CASTANHA DE CAJU EXCELENCIA GRANULADA 70G 230X155 F LAMINADO (PET+PET MET M2BR+PE),8,8.0,08,CLIENTE: Produto classificado como castanha
PINHAO RE 13X21 - 183040EATON *,8,84.0,84,IA: Peça de reposição para máquina
MANGA - DEMON SLAYER - KIMETSU NO YAIBA - 06,8,49.0,49,IA: Produto de papelaria/colecionável
116876 - MACA DE EXAME CLINICO COM ESCADA,8,94.0,94.0,IA: Produto médico para exame
ESSENC BERG. TANGERINA,8,8.0,8,IA | ESSENC BERG. TANGERINA é fruta cítrica
MARACUJA AMARELO  BOX  CX 25 UN,8,8.0,08,IA | Fruta fresca
CLICHÊ SE DISTRIBUIDORA CX 2,8,84.0,84,IA: Clichê se encaixa em ferramentas
MANGA,8,8.0,08,IA | MANGA É FRUTA
PELES FRESCAS DE BOVINO (480 UN),8,41.0,41.0,IA: Peles frescas são classificadas como produtos de origem animal.
MANGA - TOKYO REVENGERS - 05 - NOVO/LACRADO,8,49.0,49,IA: Manga é fruta
MIRAGEM  113- B - AVELA/BRANCO - F:PO ( VI: PRETO ),8,,8,CLIENTE: Produto se encaixa na descrição do capítulo
MANGA KG,8,8.0,08,IA | MANGA É FRUTA
LINCHIA JASMINE 200G,8,8.0,08,IA: Linchia é fruta.
#JUNINA EVA PAINEL PAU DE SEBO,8,39.0,39.0,"IA: Produto plástico, painel decorativo."
ALFAZEMA EXTRA AZUL,8,33.0,33.0,IA: Alfazema é uma planta aromática
PERA PEQUENA,8,8.0,08,IA: Pera é fruta.
MANGA ONE PIECE N 100,8,49.0,49,IA: Manga é fruta
CATARINA MACA KG,8,8.0,08,IA: Produto classificado como fruta.
MANGA,8,8.0,08,IA | MANGA É FRUTA
COROA-PINHAO RDD 540 RPM,8,84.0,84,IA: Peça de máquina
FLOR /LARANJA 10,8,6.0,08,CLIENTE: Flor de laranjeira indica capítulo 8
PITANGA,8,8.0,8,IA | Fruta fresca
